Id,age,job,marital,education,default,balance,housing,loan,contact,month,duration,campaign,pdays,previous,y
12307,60,entrepreneur,married,primary,no,0.0,no,no,cellular,jun,201,1,5000,0,no
12308,38,self-employed,married,secondary,no,29125.0,no,no,cellular,jun,313,2,5000,0,no
12309,58,management,married,tertiary,no,5680.0,no,no,cellular,jun,114,1,5000,0,no
12310,40,blue-collar,divorced,secondary,no,2357.0,no,no,cellular,jun,66,3,5000,0,no
12311,50,unemployed,married,secondary,no,193.0,yes,no,cellular,jun,305,6,5000,0,no
12312,60,retired,married,primary,no,415.0,no,no,cellular,jun,49,2,5000,0,no
12313,37,blue-collar,single,primary,no,12130.0,yes,no,cellular,jun,429,13,5000,0,no
12314,48,housemaid,divorced,primary,no,2582.0,no,no,cellular,jun,51,4,5000,0,no
12315,45,services,single,secondary,no,359.0,yes,no,cellular,jun,41,8,5000,0,no
12316,47,technician,divorced,secondary,no,165.0,no,no,cellular,jun,99,3,5000,0,no
12317,51,admin.,single,secondary,no,1994.0,no,no,cellular,jun,771,2,5000,0,yes
12318,57,housemaid,divorced,primary,no,113.0,no,no,cellular,jun,378,2,5000,0,no
12319,57,blue-collar,married,primary,no,1236.0,no,no,cellular,jun,152,9,5000,0,no
12320,44,management,divorced,tertiary,no,0.0,no,no,cellular,jun,491,3,5000,0,no
12321,38,blue-collar,single,secondary,no,1121.0,no,no,cellular,jun,203,1,5000,0,no
12322,38,services,married,secondary,no,393.0,no,no,cellular,jun,90,3,5000,0,no
12323,57,blue-collar,divorced,secondary,no,4244.0,no,no,cellular,jun,626,5,5000,0,no
12324,46,blue-collar,married,primary,no,1823.0,no,no,cellular,jun,135,3,5000,0,no
12325,44,blue-collar,single,tertiary,no,827.0,yes,no,cellular,jun,65,4,5000,0,no
12326,42,housemaid,married,primary,no,1371.0,no,no,cellular,jun,125,8,5000,0,no
12327,49,blue-collar,married,secondary,no,507.0,no,yes,cellular,jun,16,14,5000,0,no
12328,54,technician,single,tertiary,no,1433.0,yes,yes,cellular,jun,18,20,5000,0,no
12329,54,technician,married,secondary,no,1455.0,yes,no,cellular,jun,90,4,5000,0,no
12330,59,retired,married,primary,no,1427.0,no,no,cellular,jun,140,2,5000,0,no
12331,37,blue-collar,married,primary,no,1104.0,no,no,cellular,jun,15,8,5000,0,no
12332,39,housemaid,single,primary,no,1340.0,no,no,cellular,jun,113,2,5000,0,no
12333,53,entrepreneur,married,primary,no,-257.0,yes,yes,cellular,jun,249,5,5000,0,no
12334,49,services,married,secondary,no,2058.0,no,no,cellular,jun,82,3,5000,0,no
12335,48,blue-collar,married,secondary,no,2261.0,no,no,cellular,jun,445,3,5000,0,no
12336,32,management,married,tertiary,no,607.0,yes,no,cellular,jun,1060,5,5000,0,yes
12337,45,management,married,tertiary,no,-687.0,yes,yes,cellular,jun,92,2,5000,0,no
12338,36,blue-collar,married,primary,no,946.0,yes,no,cellular,jun,255,3,5000,0,no
12339,58,housemaid,married,primary,no,2387.0,no,no,cellular,jun,55,2,5000,0,no
12340,42,services,married,secondary,no,3236.0,no,no,cellular,jun,521,11,5000,0,no
12341,44,services,divorced,secondary,no,20541.0,no,yes,cellular,jun,501,2,5000,0,no
12342,40,admin.,single,secondary,no,1670.0,yes,no,cellular,jun,161,2,5000,0,no
12343,57,blue-collar,married,secondary,no,4148.0,no,no,cellular,jun,340,3,5000,0,no
12344,42,blue-collar,married,primary,no,-303.0,yes,no,cellular,jun,40,3,5000,0,no
12345,47,services,married,primary,no,504.0,no,yes,cellular,jun,156,3,5000,0,no
12346,39,blue-collar,single,primary,no,0.0,no,no,cellular,jun,375,2,5000,0,no
12347,52,admin.,married,secondary,no,0.0,no,no,cellular,jun,161,1,5000,0,no
12348,57,housemaid,divorced,primary,no,7451.0,no,no,cellular,jun,43,4,5000,0,no
12349,36,admin.,married,secondary,no,542.0,yes,no,cellular,jun,604,6,5000,0,no
12350,59,blue-collar,married,secondary,no,0.0,no,no,cellular,jun,368,1,5000,0,no
12351,44,blue-collar,married,secondary,no,2092.0,no,yes,cellular,jun,452,1,5000,0,no
12352,41,blue-collar,married,primary,no,219.0,no,yes,cellular,jun,1574,3,5000,0,yes
12353,39,admin.,married,secondary,no,0.0,no,no,cellular,jun,29,11,5000,0,no
12354,58,blue-collar,married,secondary,no,1826.0,yes,no,cellular,jun,47,3,5000,0,no
12355,60,entrepreneur,married,primary,no,987.0,no,no,cellular,jun,102,13,5000,0,no
12356,46,blue-collar,married,primary,no,110.0,no,no,cellular,jun,113,14,5000,0,no
12357,36,blue-collar,married,secondary,no,537.0,no,no,cellular,jun,160,6,5000,0,no
12358,48,blue-collar,married,primary,no,649.0,no,no,cellular,jun,136,2,5000,0,no
12359,50,blue-collar,married,secondary,no,5.0,no,no,cellular,jun,170,7,5000,0,no
12360,44,admin.,single,secondary,no,2524.0,no,no,cellular,jun,82,1,5000,0,no
12361,42,technician,married,secondary,no,370.0,no,no,cellular,jun,302,5,5000,0,no
12362,54,blue-collar,married,primary,no,10662.0,no,no,cellular,jun,256,1,5000,0,no
12363,50,services,married,secondary,no,748.0,no,yes,cellular,jun,147,1,5000,0,no
12364,47,admin.,married,secondary,no,1195.0,no,no,cellular,jun,451,1,5000,0,no
12365,41,services,married,secondary,no,7509.0,no,no,cellular,jun,575,1,5000,0,no
12366,41,technician,married,secondary,no,1278.0,no,no,cellular,jun,532,1,5000,0,no
12367,60,management,married,secondary,no,6313.0,no,no,cellular,jun,39,2,5000,0,no
12368,54,management,married,tertiary,no,4112.0,no,no,cellular,jun,86,1,5000,0,no
12369,46,housemaid,married,primary,no,1188.0,no,no,cellular,jun,675,5,5000,0,no
12370,59,blue-collar,married,primary,no,4143.0,no,no,cellular,jun,122,1,5000,0,no
12371,40,blue-collar,married,primary,no,117.0,yes,no,cellular,jun,172,3,5000,0,no
12372,57,unemployed,married,secondary,no,0.0,no,no,cellular,jun,97,1,5000,0,no
12373,53,admin.,divorced,secondary,no,-112.0,no,no,cellular,jun,394,1,5000,0,no
12374,50,self-employed,married,secondary,no,306.0,no,no,cellular,jun,37,1,5000,0,no
12375,39,services,single,tertiary,no,410.0,no,no,cellular,jun,266,4,5000,0,no
12376,52,unemployed,divorced,tertiary,no,0.0,no,no,cellular,jun,297,1,5000,0,no
12377,51,technician,divorced,secondary,no,107.0,no,no,cellular,jun,593,1,5000,0,no
12378,55,blue-collar,married,secondary,no,2010.0,no,no,cellular,jun,446,1,5000,0,no
12379,57,retired,single,secondary,no,630.0,no,no,cellular,jun,276,1,5000,0,no
12380,46,management,single,secondary,no,312.0,yes,no,cellular,jun,108,4,5000,0,no
12381,50,entrepreneur,single,tertiary,no,0.0,yes,no,cellular,jun,638,1,5000,0,no
12382,56,retired,married,primary,no,1906.0,no,yes,cellular,jun,45,9,5000,0,no
12383,38,technician,married,secondary,no,499.0,no,no,cellular,jun,240,6,5000,0,no
12384,59,retired,married,secondary,no,1723.0,no,no,cellular,jun,70,1,5000,0,no
12385,42,entrepreneur,single,secondary,no,33.0,no,no,cellular,jun,25,1,5000,0,no
12386,41,admin.,married,secondary,no,2.0,yes,no,cellular,jun,64,1,5000,0,no
12387,45,technician,married,tertiary,no,3626.0,no,no,cellular,jun,2485,2,5000,0,no
12388,48,entrepreneur,married,tertiary,no,269.0,yes,no,cellular,jun,149,1,5000,0,no
12389,54,retired,married,primary,no,1925.0,no,no,cellular,jun,348,3,5000,0,no
12390,38,management,married,tertiary,yes,-1007.0,yes,yes,cellular,jun,71,1,5000,0,no
12391,50,blue-collar,divorced,primary,no,-232.0,yes,no,cellular,jun,168,1,5000,0,no
12392,58,blue-collar,married,primary,no,0.0,yes,no,cellular,jun,573,1,5000,0,no
12393,55,blue-collar,married,secondary,no,5874.0,no,no,cellular,jun,229,1,5000,0,no
12394,58,retired,married,secondary,no,1463.0,yes,no,cellular,jun,446,1,5000,0,no
12395,54,technician,married,secondary,no,415.0,yes,no,cellular,jun,34,31,5000,0,no
12396,41,self-employed,single,secondary,no,426.0,yes,no,cellular,jun,75,1,5000,0,no
12397,39,services,married,tertiary,no,16.0,no,no,cellular,jun,32,1,5000,0,no
12398,55,technician,married,secondary,no,891.0,no,no,cellular,jun,268,1,5000,0,no
12399,41,management,divorced,tertiary,no,1.0,yes,no,cellular,jun,244,1,5000,0,no
12400,40,blue-collar,married,secondary,no,3316.0,no,no,cellular,jun,102,3,5000,0,no
12401,53,unemployed,divorced,secondary,no,4512.0,no,no,cellular,jun,203,2,5000,0,no
12402,58,retired,married,tertiary,no,5087.0,no,no,cellular,jun,252,1,5000,0,no
12403,51,admin.,married,secondary,no,884.0,no,no,cellular,jun,50,1,5000,0,no
12404,49,technician,married,secondary,no,148.0,no,no,cellular,jun,13,1,5000,0,no
12405,58,entrepreneur,married,secondary,no,3.0,no,no,cellular,jun,188,5,5000,0,no
12406,37,entrepreneur,married,tertiary,no,678.0,no,yes,cellular,jun,395,1,5000,0,no
12407,40,self-employed,married,secondary,no,0.0,no,no,cellular,jun,61,1,5000,0,no
12408,55,entrepreneur,married,primary,no,38.0,no,yes,cellular,jun,63,1,5000,0,no
12409,55,services,married,secondary,no,477.0,no,no,cellular,jun,170,1,5000,0,no
12410,42,blue-collar,married,primary,no,692.0,no,yes,cellular,jun,207,1,5000,0,no
12411,43,self-employed,single,tertiary,no,0.0,no,no,cellular,jun,147,1,5000,0,no
12412,44,management,married,secondary,no,11972.0,no,no,cellular,jun,127,1,5000,0,no
12413,56,technician,married,tertiary,no,1663.0,no,no,cellular,jun,22,1,5000,0,no
12414,49,blue-collar,divorced,secondary,no,848.0,yes,no,cellular,jun,109,1,5000,0,no
12415,51,management,divorced,tertiary,no,3415.0,yes,no,cellular,jun,677,1,5000,0,no
12416,50,management,married,tertiary,no,4045.0,no,no,cellular,jun,167,1,5000,0,no
12417,43,self-employed,married,tertiary,no,4324.0,yes,no,cellular,jun,105,1,5000,0,no
12418,41,unemployed,married,primary,no,2636.0,no,no,cellular,jun,318,1,5000,0,no
12419,54,services,married,secondary,no,0.0,no,no,cellular,jun,220,1,5000,0,no
12420,45,admin.,married,secondary,no,825.0,no,no,cellular,jun,140,1,5000,0,no
12421,40,blue-collar,married,secondary,no,273.0,yes,no,cellular,jun,1082,1,5000,0,no
12422,57,retired,married,secondary,no,712.0,yes,yes,cellular,jun,824,1,5000,0,no
12423,39,blue-collar,divorced,secondary,no,37.0,no,yes,cellular,jun,248,1,5000,0,no
12424,59,retired,married,primary,no,143.0,yes,no,cellular,jun,11,1,5000,0,no
12425,44,management,married,tertiary,no,7177.0,no,no,cellular,jun,89,2,5000,0,no
12426,44,blue-collar,single,primary,no,1308.0,no,yes,cellular,jun,161,1,5000,0,no
12427,55,services,married,secondary,no,557.0,no,no,cellular,jun,58,1,5000,0,no
12428,45,services,divorced,secondary,no,1381.0,no,no,cellular,jun,653,2,5000,0,no
12429,59,technician,married,secondary,no,2528.0,no,yes,cellular,jun,216,1,5000,0,no
12430,41,technician,divorced,secondary,no,586.0,yes,no,cellular,jun,223,1,5000,0,no
12431,40,services,married,secondary,no,1358.0,no,no,cellular,jun,96,1,5000,0,no
12432,43,admin.,married,secondary,no,1113.0,no,no,cellular,jun,477,7,5000,0,no
12433,50,blue-collar,married,primary,no,1179.0,no,no,cellular,jun,30,1,5000,0,no
12434,36,management,divorced,secondary,no,47.0,no,no,cellular,jun,159,1,5000,0,no
12435,59,admin.,married,secondary,no,1365.0,no,no,cellular,jun,327,1,5000,0,no
12436,40,blue-collar,married,primary,no,607.0,yes,no,cellular,jun,432,1,5000,0,no
12437,42,admin.,single,secondary,no,283.0,yes,no,cellular,jun,446,1,5000,0,no
12438,57,retired,married,secondary,no,1621.0,yes,no,cellular,jun,108,1,5000,0,no
12439,46,blue-collar,married,primary,no,1844.0,no,no,cellular,jun,29,1,5000,0,no
12440,38,management,married,secondary,no,3053.0,no,no,cellular,jun,178,1,5000,0,no
12441,40,unemployed,single,primary,no,5613.0,yes,no,cellular,jun,152,2,5000,0,no
12442,52,entrepreneur,divorced,secondary,no,302.0,no,no,cellular,jun,169,2,5000,0,no
12443,37,admin.,single,secondary,no,124.0,yes,no,cellular,jun,635,3,5000,0,no
12444,52,unemployed,married,primary,no,425.0,no,no,cellular,jun,122,1,5000,0,no
12445,48,blue-collar,married,primary,no,343.0,no,no,cellular,jun,136,1,5000,0,no
12446,42,blue-collar,single,primary,no,1401.0,yes,no,cellular,jun,69,1,5000,0,no
12447,37,blue-collar,married,primary,no,0.0,yes,no,cellular,jun,129,3,5000,0,no
12448,46,unemployed,married,primary,no,641.0,yes,no,cellular,jun,201,1,5000,0,no
12449,41,blue-collar,divorced,secondary,no,3622.0,no,no,cellular,jun,1135,4,5000,0,yes
12450,45,blue-collar,married,primary,no,351.0,yes,no,cellular,jun,66,1,5000,0,no
12451,57,admin.,single,secondary,no,5768.0,yes,no,cellular,jun,512,1,5000,0,yes
12452,57,blue-collar,divorced,secondary,no,1795.0,yes,no,cellular,jun,818,1,5000,0,no
12453,36,unemployed,married,secondary,no,1437.0,no,no,cellular,jun,810,2,5000,0,no
12454,35,self-employed,married,tertiary,no,1833.0,no,no,cellular,jun,138,1,5000,0,no
12455,52,management,married,tertiary,no,3737.0,yes,no,cellular,jun,574,4,5000,0,no
12456,56,admin.,married,secondary,no,6005.0,yes,no,cellular,jun,44,6,5000,0,no
12457,37,blue-collar,married,primary,no,253.0,yes,no,cellular,jun,145,2,5000,0,no
12458,41,unemployed,divorced,secondary,no,271.0,yes,no,cellular,jun,196,2,5000,0,no
12459,48,services,married,secondary,no,334.0,no,yes,cellular,jun,270,2,5000,0,no
12460,54,blue-collar,married,primary,no,211.0,no,no,cellular,jun,200,2,5000,0,no
12461,50,admin.,divorced,secondary,no,4204.0,no,no,cellular,jun,335,2,5000,0,no
12462,56,retired,married,secondary,yes,101.0,no,yes,cellular,jun,330,1,5000,0,no
12463,41,admin.,divorced,secondary,no,256.0,no,no,cellular,jun,91,1,5000,0,no
12464,48,blue-collar,single,secondary,no,2961.0,no,no,cellular,jun,361,1,5000,0,no
12465,51,management,married,secondary,no,2604.0,no,no,cellular,jun,64,1,5000,0,no
12466,35,management,single,tertiary,no,2808.0,yes,no,cellular,jun,221,12,5000,0,no
12467,40,admin.,married,secondary,no,1.0,no,no,cellular,jun,84,3,5000,0,no
12468,48,self-employed,married,primary,no,1204.0,yes,no,cellular,jun,53,1,5000,0,no
12469,47,retired,divorced,secondary,no,0.0,no,no,cellular,jun,141,1,5000,0,no
12470,56,blue-collar,married,secondary,no,771.0,yes,yes,cellular,jun,254,1,5000,0,no
12471,55,retired,divorced,secondary,no,1580.0,no,yes,cellular,jun,1007,1,5000,0,yes
12472,52,blue-collar,married,primary,no,1409.0,yes,no,cellular,jun,224,1,5000,0,no
12473,38,retired,single,secondary,no,62.0,no,no,cellular,jun,212,1,5000,0,no
12474,52,blue-collar,divorced,primary,no,2800.0,no,no,cellular,jun,149,1,5000,0,no
12475,47,admin.,married,secondary,no,989.0,no,no,cellular,jun,116,1,5000,0,no
12476,46,blue-collar,divorced,primary,no,1712.0,no,no,cellular,jun,110,1,5000,0,no
12477,56,unemployed,married,secondary,no,216.0,no,no,cellular,jun,77,1,5000,0,no
12478,37,technician,married,secondary,no,47.0,no,no,cellular,jun,374,3,5000,0,no
12479,38,blue-collar,married,primary,no,2322.0,no,no,cellular,jun,207,1,5000,0,no
12480,41,blue-collar,divorced,secondary,no,1.0,no,yes,cellular,jun,289,1,5000,0,no
12481,53,services,married,secondary,no,2774.0,no,yes,cellular,jun,193,1,5000,0,no
12482,40,blue-collar,married,primary,no,2132.0,no,no,cellular,jun,143,1,5000,0,no
12483,55,unemployed,single,primary,no,10183.0,no,no,cellular,jun,106,1,5000,0,no
12484,47,housemaid,married,primary,no,823.0,no,no,cellular,jun,191,3,5000,0,no
12485,42,admin.,married,secondary,no,0.0,no,no,cellular,jun,370,1,5000,0,no
12486,54,retired,married,secondary,no,6449.0,no,no,cellular,jun,487,1,5000,0,no
12487,49,blue-collar,married,primary,no,98.0,no,yes,cellular,jun,534,1,5000,0,no
12488,49,entrepreneur,married,primary,no,563.0,no,no,cellular,jun,84,1,5000,0,no
12489,44,technician,married,secondary,no,1127.0,yes,no,cellular,jun,118,4,5000,0,no
12490,47,unemployed,married,secondary,no,0.0,no,no,cellular,jun,284,1,5000,0,no
12491,51,entrepreneur,married,primary,no,4711.0,no,no,cellular,jun,253,1,5000,0,no
12492,46,blue-collar,married,secondary,no,1120.0,no,yes,cellular,jun,786,1,5000,0,no
12493,59,entrepreneur,married,primary,no,0.0,no,no,cellular,jun,239,1,5000,0,no
12494,50,blue-collar,married,secondary,no,1389.0,yes,no,cellular,jun,162,3,5000,0,no
12495,38,unemployed,married,primary,no,338.0,no,no,cellular,jun,219,2,5000,0,no
12496,39,housemaid,married,tertiary,no,4.0,yes,yes,cellular,jun,185,1,5000,0,no
12497,58,services,married,secondary,no,5087.0,no,no,cellular,jun,135,1,5000,0,no
12498,41,technician,married,tertiary,no,-378.0,yes,yes,cellular,jun,252,2,5000,0,no
12499,45,management,married,tertiary,no,9711.0,no,no,cellular,jun,416,3,5000,0,no
12500,36,services,married,secondary,no,3972.0,yes,yes,cellular,jun,32,1,5000,0,no
12501,46,blue-collar,divorced,secondary,no,2441.0,no,no,cellular,jun,217,2,5000,0,no
12502,56,self-employed,married,tertiary,no,411.0,no,no,cellular,jun,145,4,5000,0,no
12503,24,technician,married,secondary,no,691.0,yes,no,cellular,jun,93,2,5000,0,no
12504,51,blue-collar,married,primary,no,1938.0,no,no,cellular,jun,61,1,5000,0,no
12505,29,blue-collar,married,secondary,no,508.0,yes,yes,cellular,jun,262,5,5000,0,no
12506,42,admin.,single,secondary,no,22.0,no,no,cellular,jun,246,3,5000,0,no
12507,51,management,married,tertiary,no,3134.0,no,no,cellular,jun,92,3,5000,0,no
12508,53,technician,married,secondary,no,1319.0,no,no,cellular,jun,1318,3,5000,0,yes
12509,23,technician,single,secondary,no,-782.0,yes,yes,cellular,jun,197,10,5000,0,no
12510,47,technician,divorced,secondary,no,5735.0,no,no,cellular,jun,282,4,5000,0,no
12511,55,housemaid,married,primary,no,2152.0,no,no,cellular,jun,922,2,5000,0,yes
12512,52,entrepreneur,married,tertiary,no,0.0,no,no,cellular,jun,163,3,5000,0,no
12513,50,entrepreneur,married,secondary,no,1857.0,no,yes,cellular,jun,26,2,5000,0,no
12514,48,management,married,tertiary,no,13501.0,no,no,cellular,jun,63,2,5000,0,no
12515,37,admin.,married,secondary,no,0.0,no,yes,cellular,jun,176,2,5000,0,no
12516,39,services,married,secondary,no,2843.0,yes,no,cellular,jun,585,1,5000,0,yes
12517,53,admin.,married,secondary,no,2955.0,no,no,cellular,jun,605,1,5000,0,no
12518,20,admin.,single,secondary,no,66.0,yes,no,cellular,jun,75,2,5000,0,no
12519,38,technician,married,secondary,no,634.0,no,no,cellular,jun,211,2,5000,0,no
12520,36,management,married,tertiary,no,1352.0,no,no,cellular,jun,2028,1,5000,0,yes
12521,57,unemployed,married,tertiary,no,209.0,no,no,cellular,jun,453,1,5000,0,no
12522,28,blue-collar,married,primary,no,237.0,yes,no,cellular,jun,498,7,5000,0,no
12523,40,services,married,primary,no,2469.0,no,yes,cellular,jun,202,2,5000,0,no
12524,40,blue-collar,married,secondary,no,35.0,no,no,cellular,jun,40,1,5000,0,no
12525,50,blue-collar,married,primary,no,59.0,no,no,cellular,jun,184,1,5000,0,no
12526,55,blue-collar,married,primary,no,5109.0,no,no,cellular,jun,55,1,5000,0,no
12527,40,entrepreneur,married,tertiary,yes,0.0,no,no,cellular,jun,952,4,5000,0,yes
12528,55,retired,married,primary,no,868.0,no,no,cellular,jun,207,1,5000,0,no
12529,36,blue-collar,single,secondary,no,0.0,no,no,cellular,jun,238,1,5000,0,no
12530,53,retired,married,primary,no,828.0,yes,no,cellular,jun,232,1,5000,0,no
12531,38,technician,single,secondary,no,207.0,no,no,cellular,jun,76,2,5000,0,no
12532,35,technician,single,secondary,no,23.0,yes,no,cellular,jun,113,2,5000,0,no
12533,44,blue-collar,married,secondary,no,17.0,yes,no,cellular,jun,153,14,5000,0,no
12534,60,blue-collar,married,secondary,no,652.0,no,no,cellular,jun,525,1,5000,0,no
12535,55,management,married,secondary,no,179.0,no,no,cellular,jun,97,1,5000,0,no
12536,54,retired,married,secondary,no,3846.0,yes,yes,cellular,jun,216,2,5000,0,no
12537,39,admin.,single,secondary,no,0.0,no,yes,cellular,jun,142,1,5000,0,no
12538,54,housemaid,married,primary,no,774.0,no,no,cellular,jun,290,1,5000,0,no
12539,39,entrepreneur,married,tertiary,no,6495.0,no,no,cellular,jun,280,3,5000,0,no
12540,52,admin.,married,secondary,no,422.0,no,no,cellular,jun,559,1,5000,0,no
12541,46,blue-collar,single,secondary,no,63.0,no,no,cellular,jun,235,1,5000,0,no
12542,51,blue-collar,married,primary,no,91.0,no,yes,cellular,jun,368,2,5000,0,no
12543,56,admin.,married,secondary,no,5310.0,no,no,cellular,jun,74,1,5000,0,no
12544,52,retired,married,secondary,no,1282.0,no,no,cellular,jun,148,5,5000,0,no
12545,55,housemaid,married,primary,no,1537.0,no,no,cellular,jun,359,1,5000,0,no
12546,44,blue-collar,married,primary,no,1669.0,no,no,cellular,jun,64,2,5000,0,no
12547,59,retired,married,primary,no,1115.0,no,no,cellular,jun,834,1,5000,0,yes
12548,36,admin.,married,secondary,no,4280.0,no,no,cellular,jun,227,6,5000,0,no
12549,42,management,married,secondary,no,587.0,yes,no,cellular,jun,16,9,5000,0,no
12550,57,technician,married,secondary,no,1070.0,no,no,cellular,jun,73,1,5000,0,no
12551,37,admin.,divorced,secondary,no,796.0,no,no,cellular,jun,104,1,5000,0,no
12552,57,technician,married,secondary,no,461.0,yes,no,cellular,jun,69,2,5000,0,no
12553,43,blue-collar,divorced,secondary,no,1138.0,no,no,cellular,jun,65,1,5000,0,no
12554,39,blue-collar,married,primary,no,2860.0,no,no,cellular,jun,133,1,5000,0,no
12555,56,technician,married,secondary,no,2558.0,no,no,cellular,jun,288,1,5000,0,no
12556,55,blue-collar,divorced,primary,no,0.0,no,no,cellular,jun,120,1,5000,0,no
12557,49,management,married,tertiary,no,3022.0,no,no,cellular,jun,38,1,5000,0,no
12558,38,blue-collar,single,secondary,no,48.0,no,no,cellular,jun,43,3,5000,0,no
12559,41,housemaid,married,secondary,no,876.0,no,no,cellular,jun,78,1,5000,0,no
12560,46,housemaid,divorced,primary,no,148.0,no,no,cellular,jun,166,1,5000,0,no
12561,47,services,married,secondary,no,759.0,yes,no,cellular,jun,30,2,5000,0,no
12562,36,admin.,married,secondary,no,4011.0,no,no,cellular,jun,10,16,5000,0,no
12563,36,self-employed,single,tertiary,no,1923.0,no,no,cellular,jun,219,1,5000,0,no
12564,48,services,divorced,primary,no,-110.0,no,yes,cellular,jun,164,2,5000,0,no
12565,52,admin.,divorced,secondary,no,98.0,no,yes,cellular,jun,148,1,5000,0,no
12566,37,admin.,married,secondary,no,313.0,yes,no,cellular,jun,11,7,5000,0,no
12567,36,blue-collar,married,primary,no,-453.0,yes,no,cellular,jun,130,1,5000,0,no
12568,51,unemployed,married,secondary,no,-267.0,no,yes,cellular,jun,208,2,5000,0,no
12569,59,housemaid,married,primary,no,1071.0,no,no,cellular,jun,140,1,5000,0,no
12570,41,blue-collar,single,tertiary,no,6025.0,no,no,cellular,jun,559,1,5000,0,no
12571,57,retired,married,secondary,no,2020.0,no,no,cellular,jun,93,4,5000,0,no
12572,46,blue-collar,married,secondary,no,626.0,yes,no,cellular,jun,177,2,5000,0,no
12573,42,services,divorced,secondary,no,241.0,yes,no,cellular,jun,405,2,5000,0,no
12574,45,management,married,tertiary,no,-52.0,yes,no,cellular,jun,202,1,5000,0,no
12575,39,blue-collar,single,secondary,no,1986.0,no,yes,cellular,jun,367,1,5000,0,no
12576,55,technician,married,primary,no,202.0,no,yes,cellular,jun,60,1,5000,0,no
12577,36,services,married,secondary,no,472.0,yes,no,cellular,jun,1017,1,5000,0,no
12578,43,blue-collar,married,tertiary,no,1937.0,no,no,cellular,jun,385,1,5000,0,no
12579,48,self-employed,married,primary,no,3062.0,no,no,cellular,jun,237,5,5000,0,no
12580,53,services,married,secondary,no,76.0,yes,no,cellular,jun,237,2,5000,0,no
12581,28,technician,single,secondary,no,593.0,yes,no,cellular,jun,202,1,5000,0,no
12582,28,blue-collar,married,primary,no,182.0,yes,no,cellular,jun,153,1,5000,0,no
12583,25,student,single,secondary,no,722.0,yes,no,cellular,jun,172,1,5000,0,no
12584,38,self-employed,divorced,secondary,no,2674.0,yes,no,cellular,jun,163,2,5000,0,no
12585,51,management,divorced,secondary,no,2843.0,yes,no,cellular,jun,97,2,5000,0,no
12586,28,blue-collar,single,primary,no,2340.0,yes,no,cellular,jun,399,1,5000,0,no
12587,26,blue-collar,married,primary,no,-157.0,yes,no,cellular,jun,60,1,5000,0,no
12588,26,blue-collar,married,secondary,no,1028.0,yes,yes,cellular,jun,431,1,5000,0,no
12589,54,retired,divorced,primary,no,52.0,no,no,cellular,jun,184,3,5000,0,no
12590,29,technician,married,secondary,no,7836.0,yes,no,cellular,jun,155,1,5000,0,no
12591,52,retired,divorced,tertiary,no,-309.0,yes,no,cellular,jun,500,2,5000,0,yes
12592,50,services,married,secondary,no,3374.0,no,no,cellular,jun,27,2,5000,0,no
12593,44,entrepreneur,married,secondary,no,168.0,no,no,cellular,jun,167,2,5000,0,no
12594,37,management,married,secondary,no,121.0,no,yes,cellular,jun,89,2,5000,0,no
12595,39,services,single,secondary,no,2453.0,no,no,cellular,jun,92,2,5000,0,no
12596,28,technician,single,tertiary,no,940.0,yes,no,cellular,jun,296,1,5000,0,no
12597,29,admin.,single,secondary,no,613.0,yes,no,cellular,jun,779,1,5000,0,no
12598,47,entrepreneur,married,secondary,no,0.0,no,no,cellular,jun,563,2,5000,0,no
12599,38,blue-collar,married,secondary,no,1403.0,no,no,cellular,jun,146,2,5000,0,no
12600,35,management,single,tertiary,no,250.0,no,no,cellular,jun,92,2,5000,0,no
12601,40,blue-collar,married,primary,no,-108.0,yes,no,cellular,jun,149,3,5000,0,no
12602,48,technician,married,secondary,no,7.0,no,no,cellular,jun,354,7,5000,0,no
12603,47,admin.,married,secondary,no,4923.0,no,no,cellular,jun,121,3,5000,0,no
12604,40,management,married,tertiary,no,20.0,yes,no,cellular,jun,106,2,5000,0,no
12605,41,entrepreneur,married,tertiary,no,5736.0,yes,yes,cellular,jun,136,2,5000,0,no
12606,26,technician,single,secondary,no,-859.0,yes,no,cellular,jun,297,1,5000,0,no
12607,25,blue-collar,married,secondary,no,1782.0,yes,no,cellular,jun,549,1,5000,0,no
12608,28,blue-collar,married,secondary,no,1331.0,yes,yes,cellular,jun,267,2,5000,0,no
12609,35,unemployed,married,secondary,no,2228.0,no,no,cellular,jun,461,2,5000,0,no
12610,38,admin.,single,secondary,no,435.0,no,no,cellular,jun,117,2,5000,0,no
12611,29,admin.,single,secondary,no,732.0,yes,no,cellular,jun,409,1,5000,0,no
12612,23,admin.,married,secondary,no,299.0,yes,no,cellular,jun,104,1,5000,0,no
12613,55,housemaid,married,primary,no,136.0,yes,no,cellular,jun,15,10,5000,0,no
12614,61,blue-collar,married,tertiary,no,50.0,no,no,cellular,jun,216,2,5000,0,no
12615,29,entrepreneur,married,secondary,no,0.0,yes,no,cellular,jun,211,1,5000,0,no
12616,36,self-employed,married,primary,no,2022.0,no,no,cellular,jun,71,2,5000,0,no
12617,48,blue-collar,married,primary,no,237.0,yes,no,cellular,jun,18,18,5000,0,no
12618,42,blue-collar,single,secondary,no,625.0,no,no,cellular,jun,651,3,5000,0,yes
12619,45,technician,married,tertiary,no,377.0,yes,no,cellular,jun,835,3,5000,0,yes
